key,canonical,code,name,address,provinceCode
25|MAYO+S/N,AV. 25 DE MAYO S/N,K3342,"B DE OVANTA UP MUNICIPALIDAD","25 DE MAYO S/N",K
25|MAYO+S/N,AV. 25 DE MAYO S/N,T0014,"BURRUYACU","AV. 25 DE MAYO S/N",T
2959|ARREDONDO+VIRREY,VIRREY ARREDONDO 2959,I6029,"CF - CDD 27","VIRREY ARREDONDO 2959",C
2959|ARREDONDO+VIRREY,VIRREY ARREDONDO 2959,O7955,"COLEGIALES CENTRO DIST 27","ARREDONDO VIRREY 2959",C
3001|JUAN+SAN,AV. SAN JUAN 3001,I1922,"CF - CDD 23","AV. SAN JUAN 3001",C
3001|JUAN+SAN,AV. SAN JUAN 3001,C0023,"SAN CRISTOBAL","SAN JUAN 3001",C
31|CARRASCO,AV. CARRASCO 31,I1908,"CF - SUC 7","AV. CARRASCO 31",C
31|CARRASCO,AV. CARRASCO 31,C0007,"FLORESTA","CARRASCO 31",C
3379|ANDRESITO+COMANDANTE,AVDA. COMANDANTE ANDRESITO 3379,I2613,"POSADAS","AVDA. COMANDANTE ANDRESITO 3379",N
3379|ANDRESITO+COMANDANTE,AVDA. COMANDANTE ANDRESITO 3379,O8207,"CLOG POSADAS","ANDRESITO COMANDANTE 3379",N
3443|GOBERNADOR+VALENTIN+VERGARA,VERGARA GOBERNADOR DOCTOR VALENTIN 3443,I1057,"HURLINGHAM CDD","AV. GDOR V VERGARA 3443",B
3443|GOBERNADOR+VALENTIN+VERGARA,VERGARA GOBERNADOR DOCTOR VALENTIN 3443,O7840,"HURLINGHAM CENTRO DIST","VERGARA GOBERNADOR DOCTOR VALENTIN 3443",B
3750|MARIANO+PELLIZA,PELLIZA MARIANO 3750,O7865,"VICENTE LOPEZ CENTRO DIST","PELLIZA MARIANO 3750",B
3750|MARIANO+PELLIZA,PELLIZA MARIANO 3750,O6519,"CDP CABA - NORTE","MARIANO PELLIZA 3750",C
401|BELGRANO+MANUEL,BELGRANO DOCTOR MANUEL 401,B5832,"SANTA LUCIA UP 1","BELGRANO MANUEL 401",B
401|BELGRANO+MANUEL,BELGRANO DOCTOR MANUEL 401,B0373,"PEDERNALES","BELGRANO DOCTOR MANUEL 401",B
44|2231,AV. 44 2231,I1164,"LA PLATA CDD 1","AV. 44 2231",B
44|2231,AV. 44 2231,O7875,"LA PLATA CDD 1","44 2231",B
4480|DOMINGO+LEVERATO,DOMINGO LEVERATO 4480,I1179,"BERISSO","DOMINGO LEVERATO 4480",B
4480|DOMINGO+LEVERATO,DOMINGO LEVERATO 4480,O7921,"BERISSO","LEVERATO DOMINGO 4480",B
494|MINEROS,AV. DE LOS MINEROS 494,I2845,"RÍO TURBIO","AV. DE LOS MINEROS 494",Z
494|MINEROS,AV. DE LOS MINEROS 494,Z0020,"RIO TURBIO","DE LOS MINEROS 494",Z
510|2247,CALLE 510 2247,O6517,"CLOG LA PLATA","510 2247",B
510|2247,CALLE 510 2247,B4260,"MANUEL B. GONNET SUCURSAL 15","CALLE 510 2247",B
58|OBLIGADO+RAFAEL,RAFAEL OBLIGADO 58,I6206,"SAN PEDRO CDD","RAFAEL OBLIGADO 58",B
58|OBLIGADO+RAFAEL,RAFAEL OBLIGADO 58,O7958,"SAN PEDRO","OBLIGADO RAFAEL 58",B
649|ANTONIO+MACHADO,ANTONIO MACHADO 649,I5926,"CF - CDD 5","ANTONIO MACHADO 649",C
649|ANTONIO+MACHADO,ANTONIO MACHADO 649,O7946,"5","MACHADO ANTONIO 649",C
650|ARGENTINA,AV. ARGENTINA 650,I2622,"JARDÍN AMÉRICA","AV. ARGENTINA 650",N
650|ARGENTINA,AV. ARGENTINA 650,N0046,"JARDIN AMERICA","ARGENTINA 650",N
690|GABRIEL+SAUREL,AV. GABRIEL SAUREL 690,I2674,"SAN MARTÍN DE LOS ANDES","AV. GABRIEL SAUREL 690",Q
690|GABRIEL+SAUREL,AV. GABRIEL SAUREL 690,O7426,"SAN MARTIN DE LOS ANDES","SAUREL GABRIEL 690",Q
73|919,CALLE 73 919,I6257,"LA PLATA CDD 5","CALLE 73 919",B
73|919,CALLE 73 919,O8182,"LA PLATA CENTRO DIST 5","73 919",B
805|CRAIG,PASAJE CRAIG 805,I1923,"CF - SUC 24","PASAJE CRAIG 805",C
805|CRAIG,PASAJE CRAIG 805,O7829,"24","CRAIG 805",C
